Palabra, veces usada, porcentaje
primer,1,0.017828%
Primera,1,0.017828%
Princesa,1,0.017828%
prisa,1,0.017828%
prisión,1,0.017828%
profundo,2,0.035657%
Profética,1,0.017828%
pronto,4,0.071314%
pude,2,0.035657%
pudieron,3,0.053485%
pueden,2,0.035657%
puedes,3,0.053485%
puedo,7,0.124799%
puerta,1,0.017828%
Pues,9,0.160456%
puesto,2,0.035657%
puntería,1,0.017828%
punto,1,0.017828%
puse,4,0.071314%
puta,1,0.017828%
puño,1,0.017828%
párteme,3,0.053485%
que,214,3.815297%
queda,3,0.053485%
quedamos,1,0.017828%
quedan,4,0.071314%
quedar,1,0.017828%
quedé,1,0.017828%
quemando,1,0.017828%
quemarte,3,0.053485%
quemarás,1,0.017828%
querido,1,0.017828%
quería,1,0.017828%
Querían,2,0.035657%
querías,1,0.017828%
quiebre,1,0.017828%
quieran,1,0.017828%
quieras,2,0.035657%
quiere,1,0.017828%
quieren,1,0.017828%
quieres,3,0.053485%
quiero,8,0.142628%
quise,7,0.124799%
quisiera,2,0.035657%
quiso,1,0.017828%
quita,1,0.017828%
Quitarte,2,0.035657%
qué,9,0.160456%
rabia,2,0.035657%
rampas,1,0.017828%
rap,1,0.017828%
rapero,2,0.035657%
rastafari,1,0.017828%
Rastas,1,0.017828%
rato,1,0.017828%
ratos,1,0.017828%
razón,4,0.071314%
reals,1,0.017828%
recalcarte,1,0.017828%
receta,1,0.017828%
Recitando,1,0.017828%
recoges,1,0.017828%
recordaría,1,0.017828%
Recordé,1,0.017828%
recuerdo,8,0.142628%
recónditos,1,0.017828%
refle,1,0.017828%
refresco,1,0.017828%
regresan,1,0.017828%
rehén,1,0.017828%
relevo,1,0.017828%
Relájate,1,0.017828%
reparto,2,0.035657%
repente,1,0.017828%
resaca,1,0.017828%
respeta,1,0.017828%
Respira,3,0.053485%
respiro,1,0.017828%
responda,1,0.017828%
respondían,1,0.017828%
respuesta,3,0.053485%
respuestas,1,0.017828%
resto,2,0.035657%
retarme,1,0.017828%
revancha,1,0.017828%
reyes,1,0.017828%
riendo,1,0.017828%
ritmo,3,0.053485%
riñas,1,0.017828%
Rocco,1,0.017828%
rojos,1,0.017828%
rola,1,0.017828%
ronda,1,0.017828%
Rondaré,1,0.017828%
ropa,3,0.053485%
ropas,1,0.017828%
ropero,1,0.017828%
rostros,1,0.017828%
rotos,1,0.017828%
ruedas,1,0.017828%
ruido,2,0.035657%
Russel,1,0.017828%
ruta,2,0.035657%
ráfagas,1,0.017828%
Récord,1,0.017828%
saber,1,0.017828%
sabes,3,0.053485%
Sabiendo,1,0.017828%
Sabina,1,0.017828%
sabías,1,0.017828%
sacarme,1,0.017828%
sala,1,0.017828%
sale,2,0.035657%
salieron,1,0.017828%
salir,2,0.035657%
Saluda,1,0.017828%
San,1,0.017828%
Sandra,1,0.017828%
sangre,3,0.053485%
sapiens,1,0.017828%
saqué,1,0.017828%
sarcasmo,1,0.017828%
sarria,2,0.035657%
Satanás,1,0.017828%
se,64,1.141023%
seas,1,0.017828%
secu,1,0.017828%
seguidores,1,0.017828%
seguir,1,0.017828%
Seguiré,1,0.017828%
segundos,1,0.017828%
Seguridad,1,0.017828%
seguro,1,0.017828%
seis,1,0.017828%
sello,1,0.017828%
sencillo,1,0.017828%
sentado,1,0.017828%
sentir,3,0.053485%
sentí,1,0.017828%
ser,6,0.106971%
serios,1,0.017828%
sería,1,0.017828%
set,1,0.017828%
sexto,1,0.017828%
Señor,2,0.035657%
señora,1,0.017828%
señoras,1,0.017828%
Shalam,1,0.017828%
shinning,1,0.017828%
show,2,0.035657%
shows,1,0.017828%
si,32,0.570512%
sido,2,0.035657%
siempre,9,0.160456%
siente,5,0.089142%
siento,7,0.124799%
siete,5,0.089142%
sigas,1,0.017828%
sigo,2,0.035657%
sigue,6,0.106971%
sigues,1,0.017828%
siguiente,1,0.017828%
silencio,2,0.035657%
simple,1,0.017828%
simples,1,0.017828%
sin,6,0.106971%
sinónimo,1,0.017828%
sistema,1,0.017828%
sitio,1,0.017828%
situación,2,0.035657%
Skinny,1,0.017828%
Smith,2,0.035657%
sobre,3,0.053485%
sobrevivientes,1,0.017828%
sol,3,0.053485%
solo,8,0.142628%
solución,1,0.017828%
sombra,1,0.017828%
sombrero,1,0.017828%
somos,1,0.017828%
son,6,0.106971%
sonido,1,0.017828%
sonreí,1,0.017828%
sonrisa,7,0.124799%
Sor,1,0.017828%
sorprendes,1,0.017828%
sorprendido,1,0.017828%
soy,58,1.034052%
soñé,1,0.017828%
Spector,1,0.017828%
su,8,0.142628%
suaves,1,0.017828%
suba,1,0.017828%
sube,1,0.017828%
subieron,3,0.053485%
Subí,1,0.017828%
suelo,1,0.017828%
suelto,1,0.017828%
suena,1,0.017828%
suerte,4,0.071314%
sueño,1,0.017828%
sueños,1,0.017828%
suficiente,2,0.035657%
sufras,1,0.017828%
sufren,1,0.017828%
Supe,1,0.017828%
super,1,0.017828%
superstar,1,0.017828%
superstars,1,0.017828%
surtidos,1,0.017828%
sus,1,0.017828%
suspiro,1,0.017828%
sé,13,0.231770%
Sí,7,0.124799%
sólo,4,0.071314%
Ta,1,0.017828%
Tabaco,1,0.017828%
tablas,1,0.017828%
tachas,1,0.017828%
tacho,1,0.017828%
Tafari,1,0.017828%
tal,2,0.035657%
también,3,0.053485%
Tamo,2,0.035657%
tampoco,1,0.017828%
tan,7,0.124799%
tanta,1,0.017828%
tarde,1,0.017828%
taxi,3,0.053485%
taxímetro,1,0.017828%
tazas,1,0.017828%
tazos,1,0.017828%
te,69,1.230166%
temblar,1,0.017828%
temor,1,0.017828%
templo,1,0.017828%
temprano,1,0.017828%
tenaz,1,0.017828%
tendrías,4,0.071314%
tener,2,0.035657%
tenerte,2,0.035657%
tengo,16,0.285256%
terraza,1,0.017828%
tetas,1,0.017828%
that,2,0.035657%
the,4,0.071314%
them,2,0.035657%
things,2,0.035657%
three,1,0.017828%
ti,5,0.089142%
tiempo,2,0.035657%
tiempos,1,0.017828%
tienda,1,0.017828%
tiendita,1,0.017828%
tiene,5,0.089142%
tienes,4,0.071314%
tierra,2,0.035657%
tipo,2,0.035657%
tirado,2,0.035657%
tiramos,1,0.017828%
tiran,1,0.017828%
tiro,2,0.035657%
to,1,0.017828%
toca,1,0.017828%
Tocan,1,0.017828%
toda,2,0.035657%
todas,2,0.035657%
todavía,1,0.017828%
todo,34,0.606169%
todos,7,0.124799%
todoterreno,1,0.017828%
toma,8,0.142628%
tomar,1,0.017828%
tomas,4,0.071314%
tomé,2,0.035657%
tono,1,0.017828%
top,1,0.017828%
topas,1,0.017828%
tote,1,0.017828%
Trafico,2,0.035657%
traigo,3,0.053485%
traje,1,0.017828%
trajo,2,0.035657%
tranquilito,1,0.017828%
tranquilizas,1,0.017828%
tranquilo,3,0.053485%
transeúntes,1,0.017828%
transformada,1,0.017828%
transformamo,1,0.017828%
transformaste,1,0.017828%
tras,1,0.017828%
trasero,1,0.017828%
trasladado,1,0.017828%
tratado,4,0.071314%
Trato,4,0.071314%
treinta,1,0.017828%
trendy,1,0.017828%
tres,2,0.035657%
Tri,1,0.017828%
Tribu,1,0.017828%
trip,1,0.017828%
tripeo,1,0.017828%
trisas,1,0.017828%
troca,1,0.017828%
truco,1,0.017828%
trueno,1,0.017828%
Trynna,1,0.017828%
trás,1,0.017828%
trío,1,0.017828%
tu,28,0.499198%
tucum,11,0.196113%
tumbamos,1,0.017828%
tus,11,0.196113%
tuve,2,0.035657%
tuvimos,1,0.017828%
tuyo,1,0.017828%
tórax,1,0.017828%
Tú,19,0.338741%
túnel,3,0.053485%
uah,1,0.017828%
Udall,1,0.017828%
un,73,1.301480%
una,19,0.338741%
unas,3,0.053485%
universo,2,0.035657%
uno,1,0.017828%
usa,9,0.160456%
usarla,1,0.017828%
usas,5,0.089142%
ustedes,1,0.017828%
va,10,0.178285%
vacía,2,0.035657%
vagos,1,0.017828%
vamos,2,0.035657%
Van,3,0.053485%
Varios,1,0.017828%
vas,5,0.089142%
vaso,1,0.017828%
Vaticano,1,0.017828%
ve,1,0.017828%
veas,1,0.017828%
veces,9,0.160456%
Vehículo,1,0.017828%
ven,4,0.071314%
vencen,1,0.017828%
vendiendole,1,0.017828%
veneno,1,0.017828%
Venezuela,1,0.017828%
vengar,1,0.017828%
vengas,1,0.017828%
vengativo,1,0.017828%
vengo,3,0.053485%
venimo,1,0.017828%
Venom,1,0.017828%
veo,5,0.089142%
ver,2,0.035657%
veras,25,0.445712%
versos,2,0.035657%
verte,1,0.017828%
ves,1,0.017828%
vestir,1,0.017828%
vez,2,0.035657%
vi,5,0.089142%
vicio,1,0.017828%
vida,15,0.267427%
Vidal,1,0.017828%
vidrio,1,0.017828%
vieja,1,0.017828%
viejo,4,0.071314%
viene,1,0.017828%
viernes,1,0.017828%
vine,1,0.017828%
vista,5,0.089142%
viste,1,0.017828%
visto,3,0.053485%
Vive,1,0.017828%
viviendo,1,0.017828%
vivo,8,0.142628%
viví,1,0.017828%
Vociferé,1,0.017828%
volar,10,0.178285%
volverás,2,0.035657%
volvieron,2,0.035657%
vos,1,0.017828%
Voy,16,0.285256%
voz,3,0.053485%
vuelta,2,0.035657%
vuelto,1,0.017828%
vuelve,1,0.017828%
vuelven,4,0.071314%
Washington,1,0.017828%
we,2,0.035657%
Wey,4,0.071314%
What,1,0.017828%
wheels,1,0.017828%
whisky,1,0.017828%
Wiu,3,0.053485%
y,151,2.692102%
ya,35,0.623997%
Yasir,1,0.017828%
yeah,1,0.017828%
yeka,1,0.017828%
yendo,1,0.017828%
yeyo,1,0.017828%
yo,42,0.748797%
You,1,0.017828%
yung,1,0.017828%
zapa,2,0.035657%
zapato,1,0.017828%
�A,1,0.017828%
�aa,3,0.053485%
�Alemán,1,0.017828%
�Antes,1,0.017828%
�Ay,1,0.017828%
�De,1,0.017828%
�El,1,0.017828%
�Empieza,1,0.017828%
�Ey,5,0.089142%
�Eyow,1,0.017828%
�Hey,1,0.017828%
�ja,2,0.035657%
�morro,1,0.017828%
�Por,1,0.017828%
�que,1,0.017828%
�Voy,1,0.017828%
�Y,1,0.017828%
�,2,0.035657%
ángeles,1,0.017828%
última,1,0.017828%
único,1,0.017828%
Total de palabras unicas usadas: 1599
Total de palabras (repetidas): 5609
Porcentaje de vocabulario distinto: 28.507753
